id,value
id_204,64.63872148820083
id_205,34.69123488297387
id_206,16.24661106330177
id_207,15.062972782277445
id_208,64.58036314360021
id_209,16.546365290710828
id_210,28.905668363360927
id_211,71.3805837793857
id_212,18.38846131336249
id_213,111.08138136005269
id_214,39.91727909115812
id_215,89.89420909282227
id_216,103.37707546348604
id_217,77.55734779585987
id_218,28.08953601053649
id_219,16.72430206757902
id_220,31.394753920952766
id_221,56.492320949031665
id_222,28.655413644394855
id_223,39.82977796142754
id_224,41.50243264710812
id_225,7.9197272359842525
id_226,3.9520900657452542
id_227,72.9317068616119
id_228,27.064589383438843
id_229,1.7168310842336028
id_230,38.072771534529906
id_231,14.803786340140055
id_232,19.16292821385317
id_233,8.072360595272052
id_234,11.864456014407905
id_235,22.935916681176984
id_236,12.254634454432496
id_237,1.0063796537950684
id_238,21.107078564620178
id_239,3.707603274883177
